genome_id	genome_name	antibiotic	resistant_phenotype	evidence	laboratory_typing_method	testing_standard
574.2	Klebsiella pneumoniae subsp. ozaenae strain AR_0096	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.13195	Klebsiella pneumoniae KPN1204ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.14357	Klebsiella pneumoniae KPN734ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.30003	Klebsiella pneumoniae strain Kpngiani7132536	imipenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.29917	Klebsiella pneumoniae strain Kpngiani7132613	imipenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.29883	Klebsiella pneumoniae strain Kpngiani7132580	imipenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13916	Klebsiella pneumoniae KPN2093ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.13182	Klebsiella pneumoniae KPN1190ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.14105	Klebsiella pneumoniae KPN382ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.62689	Klebsiella pneumoniae MGL_89	imipenem	Resistant	Laboratory Method	Disk diffusion	
573.13564	Klebsiella pneumoniae KPN1655ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.29895	Klebsiella pneumoniae strain Kpngiani7132574	imipenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.5781	Klebsiella pneumoniae strain 10_GR_13	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.13288	Klebsiella pneumoniae KPN1328ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.29863	Klebsiella pneumoniae strain Kpngiani7132562	imipenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.67416	Klebsiella pneumoniae MGL_K_1	imipenem	Resistant	Laboratory Method	Disk diffusion	CLSI, EUCAST
573.14061	Klebsiella pneumoniae KPN329ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.14342	Klebsiella pneumoniae KPN716ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.14243	Klebsiella pneumoniae KPN568ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.24371	Klebsiella pneumoniae strain MUGSI_184	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.5636	Klebsiella pneumoniae strain 16_GR_13	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.14472	Klebsiella pneumoniae KPN893ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.14455	Klebsiella pneumoniae KPN870ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.14371	Klebsiella pneumoniae KPN752ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.24342	Klebsiella pneumoniae strain MUGSI_125	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.13689	Klebsiella pneumoniae KPN1821ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.14314	Klebsiella pneumoniae KPN683ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.5623	Klebsiella pneumoniae strain 18_GR_14	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
1438758.3	Klebsiella pneumoniae CHS 52	imipenem	Resistant	Laboratory Method	Broth dilution	
573.13797	Klebsiella pneumoniae KPN194ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.24376	Klebsiella pneumoniae strain MUGSI_2	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.24269	Klebsiella pneumoniae strain 25	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.29938	Klebsiella pneumoniae strain Kpngiani7132501	imipenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13432	Klebsiella pneumoniae KPN1495ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.13957	Klebsiella pneumoniae KPN2168ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
1438736.3	Klebsiella pneumoniae CHS 30	imipenem	Resistant	Laboratory Method	Broth dilution	
573.14281	Klebsiella pneumoniae KPN614ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.29951	Klebsiella pneumoniae strain Kpngiani7132505	imipenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.14401	Klebsiella pneumoniae KPN793ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.29899	Klebsiella pneumoniae strain Kpngiani7132602	imipenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.29864	Klebsiella pneumoniae strain Kpngiani7132571	imipenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.14542	Klebsiella pneumoniae KPN984ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.23206	Klebsiella pneumoniae strain KP_241	imipenem	Resistant	Laboratory Method	Disk diffusion	CLSI
573.29889	Klebsiella pneumoniae strain Kpngiani7132573	imipenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13307	Klebsiella pneumoniae KPN1347ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
1438730.3	Klebsiella pneumoniae CHS 24	imipenem	Resistant	Laboratory Method	Broth dilution	
573.30004	Klebsiella pneumoniae strain Kpngiani7132546	imipenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.24368	Klebsiella pneumoniae strain MUGSI_173	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.12936	Klebsiella pneumoniae 3323	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.14109	Klebsiella pneumoniae KPN386ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.14435	Klebsiella pneumoniae KPN840ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.13543	Klebsiella pneumoniae KPN1626ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.14526	Klebsiella pneumoniae KPN960ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
1284827.3	Klebsiella pneumoniae VAKPC278	imipenem	Resistant	Laboratory Method		
1284800.4	Klebsiella pneumoniae UHKPC61	imipenem	Resistant	Laboratory Method		
573.29888	Klebsiella pneumoniae strain Kpngiani7132585	imipenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13178	Klebsiella pneumoniae KPN1186ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.24387	Klebsiella pneumoniae strain MUGSI_28	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.24405	Klebsiella pneumoniae strain MUGSI_35	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.1301	Klebsiella pneumoniae 3224	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.14528	Klebsiella pneumoniae KPN963ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.24428	Klebsiella pneumoniae strain MUGSI_66	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.13592	Klebsiella pneumoniae KPN1689ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.13251	Klebsiella pneumoniae KPN1272ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.24338	Klebsiella pneumoniae strain MUGSI_120	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.23196	Klebsiella pneumoniae strain KP_317	imipenem	Resistant	Laboratory Method	Disk diffusion	CLSI
573.13478	Klebsiella pneumoniae KPN1549ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.1422	Klebsiella pneumoniae KPN536ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
1284809.4	Klebsiella pneumoniae UHKPC02	imipenem	Resistant	Laboratory Method		
573.12782	Klebsiella pneumoniae strain AR_0148	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.13573	Klebsiella pneumoniae KPN1667ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.67407	Klebsiella pneumoniae MGL_173	imipenem	Resistant	Laboratory Method	Disk diffusion	CLSI, EUCAST
573.14329	Klebsiella pneumoniae KPN701ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.13685	Klebsiella pneumoniae KPN1817ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.13063	Klebsiella pneumoniae KPN1041ec	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.15217	Klebsiella pneumoniae strain AR_0112	imipenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.67244	Klebsiella pneumoniae ERR7221231	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.46851	Klebsiella pneumoniae KP-23PA	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66348	Klebsiella pneumoniae 26994_6#168	meropenem	Resistant	Laboratory Method	MIC	
573.67268	Klebsiella pneumoniae ERR7221260	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66425	Klebsiella pneumoniae 27097_7#7	meropenem	Resistant	Laboratory Method	MIC	
573.24249	Klebsiella pneumoniae strain 132	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.66377	Klebsiella pneumoniae 26994_7#155	meropenem	Resistant	Laboratory Method	MIC	
573.66475	Klebsiella pneumoniae 27261_8#97	meropenem	Resistant	Laboratory Method	MIC	
573.66405	Klebsiella pneumoniae 26994_8#154	meropenem	Resistant	Laboratory Method	MIC	
573.66223	Klebsiella pneumoniae 26968_5#66	meropenem	Resistant	Laboratory Method	MIC	
573.66356	Klebsiella pneumoniae 26994_7#52	meropenem	Resistant	Laboratory Method	MIC	
1328401.3	Klebsiella pneumoniae BIDMC 5	meropenem	Resistant	Laboratory Method	Broth dilution	
573.6648	Klebsiella pneumoniae 27261_8#87	meropenem	Resistant	Laboratory Method	MIC	
573.14308	Klebsiella pneumoniae KPN677ec	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.66387	Klebsiella pneumoniae 26994_8#22	meropenem	Resistant	Laboratory Method	MIC	
573.6651	Klebsiella pneumoniae 27322_4#59	meropenem	Resistant	Laboratory Method	MIC	
573.46856	Klebsiella pneumoniae KP-26PI	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.67673	Klebsiella pneumoniae 26994_6#100	meropenem	Resistant	Laboratory Method	MIC	
573.66421	Klebsiella pneumoniae 27097_7#1	meropenem	Resistant	Laboratory Method	MIC	
573.67255	Klebsiella pneumoniae ERR7221245	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66557	Klebsiella pneumoniae 29105_1#128	meropenem	Resistant	Laboratory Method	MIC	
573.67285	Klebsiella pneumoniae ERR7221281	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66441	Klebsiella pneumoniae 27261_7#51	meropenem	Resistant	Laboratory Method	MIC	
573.66502	Klebsiella pneumoniae 27261_8#161	meropenem	Resistant	Laboratory Method	MIC	
573.46075	Klebsiella pneumoniae KSB2_5A	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
72407.513	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864853	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.66381	Klebsiella pneumoniae 26994_7#168	meropenem	Resistant	Laboratory Method	MIC	
573.66487	Klebsiella pneumoniae 27261_8#106	meropenem	Resistant	Laboratory Method	MIC	
573.24306	Klebsiella pneumoniae strain 459	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.66453	Klebsiella pneumoniae 27261_7#68	meropenem	Resistant	Laboratory Method	MIC	
573.66491	Klebsiella pneumoniae 27261_8#111	meropenem	Resistant	Laboratory Method	MIC	
573.664	Klebsiella pneumoniae 26994_8#77	meropenem	Resistant	Laboratory Method	MIC	
573.4687	Klebsiella pneumoniae KP-82LU	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
72407.574	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864794	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.66555	Klebsiella pneumoniae 29105_1#376	meropenem	Resistant	Laboratory Method	MIC	
573.66238	Klebsiella pneumoniae 26968_5#151	meropenem	Resistant	Laboratory Method	MIC	
573.66338	Klebsiella pneumoniae 26994_6#123	meropenem	Resistant	Laboratory Method	MIC	
573.66511	Klebsiella pneumoniae 27322_4#56	meropenem	Resistant	Laboratory Method	MIC	
573.66319	Klebsiella pneumoniae 26994_6#72	meropenem	Resistant	Laboratory Method	MIC	
573.6641	Klebsiella pneumoniae 26994_8#157	meropenem	Resistant	Laboratory Method	MIC	
573.66267	Klebsiella pneumoniae 26968_6#130	meropenem	Resistant	Laboratory Method	MIC	
573.46868	Klebsiella pneumoniae KP-74LU	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66417	Klebsiella pneumoniae 26994_8#175	meropenem	Resistant	Laboratory Method	MIC	
573.66451	Klebsiella pneumoniae 27261_7#70	meropenem	Resistant	Laboratory Method	MIC	
573.33412	Klebsiella pneumoniae strain PMK25	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
72407.511	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864752	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.66412	Klebsiella pneumoniae 26994_8#140	meropenem	Resistant	Laboratory Method	MIC	
573.66368	Klebsiella pneumoniae 26994_7#117	meropenem	Resistant	Laboratory Method	MIC	
573.2428	Klebsiella pneumoniae strain 31	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.46875	Klebsiella pneumoniae KP-91LU	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.15329	Klebsiella pneumoniae strain KSB1_5D	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.6729	Klebsiella pneumoniae ERR7221287	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.24244	Klebsiella pneumoniae strain 101	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.66512	Klebsiella pneumoniae 27322_4#55	meropenem	Resistant	Laboratory Method	MIC	
573.46829	Klebsiella pneumoniae KP-101LU	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.67233	Klebsiella pneumoniae ERR7221216	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66563	Klebsiella pneumoniae 29135_1#109	meropenem	Resistant	Laboratory Method	MIC	
573.1537	Klebsiella pneumoniae strain INF157	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.66541	Klebsiella pneumoniae 27322_4#179	meropenem	Resistant	Laboratory Method	MIC	
573.46859	Klebsiella pneumoniae KP-28P	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.67335	Klebsiella pneumoniae ERR7221345	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.67302	Klebsiella pneumoniae ERR7221301	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66308	Klebsiella pneumoniae 26975_5#137	meropenem	Resistant	Laboratory Method	MIC	
573.4686	Klebsiella pneumoniae KP-2SI	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.15496	Klebsiella pneumoniae strain 10315_6#9	meropenem	Resistant	Laboratory Method	Disk diffusion	CLSI
573.66532	Klebsiella pneumoniae 27322_4#113	meropenem	Resistant	Laboratory Method	MIC	
573.66437	Klebsiella pneumoniae 27261_7#14	meropenem	Resistant	Laboratory Method	MIC	
573.66362	Klebsiella pneumoniae 26994_7#89	meropenem	Resistant	Laboratory Method	MIC	
573.67301	Klebsiella pneumoniae ERR7221304	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.1316	Klebsiella pneumoniae KPN1165ec	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
1328404.3	Klebsiella pneumoniae BIDMC 10	meropenem	Resistant	Laboratory Method	Broth dilution	
573.66164	Klebsiella pneumoniae ERR2118034	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.1809	Klebsiella pneumoniae strain AR_0141	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.66524	Klebsiella pneumoniae 27322_4#71	meropenem	Resistant	Laboratory Method	MIC	
573.67242	Klebsiella pneumoniae ERR7221236	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.46864	Klebsiella pneumoniae KP-42LI	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.6644	Klebsiella pneumoniae 27261_7#56	meropenem	Resistant	Laboratory Method	MIC	
573.66285	Klebsiella pneumoniae 26975_5#10	meropenem	Resistant	Laboratory Method	MIC	
573.15369	Klebsiella pneumoniae strain INF158	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.14128	Klebsiella pneumoniae KPN407ec	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.33416	Klebsiella pneumoniae strain PMK5a	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66279	Klebsiella pneumoniae 26975_4#30	meropenem	Resistant	Laboratory Method	MIC	
573.66383	Klebsiella pneumoniae 26994_7#161	meropenem	Resistant	Laboratory Method	MIC	
573.67239	Klebsiella pneumoniae ERR7221220	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.67246	Klebsiella pneumoniae ERR7221226	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66325	Klebsiella pneumoniae 26994_6#93	meropenem	Resistant	Laboratory Method	MIC	
573.13236	Klebsiella pneumoniae KPN1257ec	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.67259	Klebsiella pneumoniae ERR7221251	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66273	Klebsiella pneumoniae 26975_4#26	meropenem	Resistant	Laboratory Method	MIC	
573.66242	Klebsiella pneumoniae 26968_6#1	meropenem	Resistant	Laboratory Method	MIC	
573.66335	Klebsiella pneumoniae 26994_6#120	meropenem	Resistant	Laboratory Method	MIC	
573.67202	Klebsiella pneumoniae ERR7221180	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.67236	Klebsiella pneumoniae ERR7221222	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66323	Klebsiella pneumoniae 26994_6#77	meropenem	Resistant	Laboratory Method	MIC	
72407.569	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864793	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.14217	Klebsiella pneumoniae KPN533ec	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.66166	Klebsiella pneumoniae ERR2118036	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66115	Klebsiella pneumoniae ERR1815068	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.67318	Klebsiella pneumoniae ERR7221324	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.6643	Klebsiella pneumoniae 27097_7#75	meropenem	Resistant	Laboratory Method	MIC	
573.13222	Klebsiella pneumoniae KPN1241ec	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.66367	Klebsiella pneumoniae 26994_7#90	meropenem	Resistant	Laboratory Method	MIC	
573.6634	Klebsiella pneumoniae 26994_6#165	meropenem	Resistant	Laboratory Method	MIC	
573.66463	Klebsiella pneumoniae 27261_8#22	meropenem	Resistant	Laboratory Method	MIC	
573.67225	Klebsiella pneumoniae ERR7221211	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.67314	Klebsiella pneumoniae ERR7221316	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.67221	Klebsiella pneumoniae ERR7221201	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.6639	Klebsiella pneumoniae 26994_8#37	meropenem	Resistant	Laboratory Method	MIC	
573.46867	Klebsiella pneumoniae KP-51LI	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66108	Klebsiella pneumoniae ERR1813604	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.33395	Klebsiella pneumoniae strain PMK14	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.15613	Klebsiella pneumoniae strain KSB2_8B	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.6624	Klebsiella pneumoniae 26968_5#174	meropenem	Resistant	Laboratory Method	MIC	
573.66215	Klebsiella pneumoniae 26968_5#4	meropenem	Resistant	Laboratory Method	MIC	
573.66247	Klebsiella pneumoniae 26968_6#8	meropenem	Resistant	Laboratory Method	MIC	
573.66314	Klebsiella pneumoniae 26975_5#155	meropenem	Resistant	Laboratory Method	MIC	
573.66464	Klebsiella pneumoniae 27261_8#32	meropenem	Resistant	Laboratory Method	MIC	
573.66243	Klebsiella pneumoniae 26968_5#192	meropenem	Resistant	Laboratory Method	MIC	
573.15614	Klebsiella pneumoniae strain KSB2_2B	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
72407.591	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864820	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.66472	Klebsiella pneumoniae 27261_8#46	meropenem	Resistant	Laboratory Method	MIC	
72407.486	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864851	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.67271	Klebsiella pneumoniae ERR7221266	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.31072	Klebsiella pneumoniae strain PH44	meropenem	Resistant	Laboratory Method	Disk diffusion	CLSI
573.12779	Klebsiella pneumoniae strain AR_0139	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.66584	Klebsiella pneumoniae 27322_4#35	meropenem	Resistant	Laboratory Method	MIC	
573.66342	Klebsiella pneumoniae 26994_6#164	meropenem	Resistant	Laboratory Method	MIC	
573.67217	Klebsiella pneumoniae ERR7221196	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66275	Klebsiella pneumoniae 26968_6#191	meropenem	Resistant	Laboratory Method	MIC	
573.15618	Klebsiella pneumoniae strain KSB2_5A	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.66364	Klebsiella pneumoniae 26994_7#99	meropenem	Resistant	Laboratory Method	MIC	
573.66371	Klebsiella pneumoniae 26994_7#120	meropenem	Resistant	Laboratory Method	MIC	
573.66384	Klebsiella pneumoniae 26994_8#19	meropenem	Resistant	Laboratory Method	MIC	
573.66143	Klebsiella pneumoniae ERR1840998	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.6656	Klebsiella pneumoniae 29109_2#379	meropenem	Resistant	Laboratory Method	MIC	
573.6722	Klebsiella pneumoniae ERR7221200	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.67276	Klebsiella pneumoniae ERR7221273	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66509	Klebsiella pneumoniae 27322_4#60	meropenem	Resistant	Laboratory Method	MIC	
573.67313	Klebsiella pneumoniae ERR7221320	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66444	Klebsiella pneumoniae 27261_7#64	meropenem	Resistant	Laboratory Method	MIC	
573.66426	Klebsiella pneumoniae 27097_7#44	meropenem	Resistant	Laboratory Method	MIC	
573.66341	Klebsiella pneumoniae 26994_6#159	meropenem	Resistant	Laboratory Method	MIC	
573.66442	Klebsiella pneumoniae 27261_7#24	meropenem	Resistant	Laboratory Method	MIC	
573.66385	Klebsiella pneumoniae 26994_8#21	meropenem	Resistant	Laboratory Method	MIC	
573.66399	Klebsiella pneumoniae 26994_8#114	meropenem	Resistant	Laboratory Method	MIC	
573.66521	Klebsiella pneumoniae 27322_4#36	meropenem	Resistant	Laboratory Method	MIC	
573.66316	Klebsiella pneumoniae 26994_6#75	meropenem	Resistant	Laboratory Method	MIC	
573.66311	Klebsiella pneumoniae 26975_5#169	meropenem	Resistant	Laboratory Method	MIC	
573.66551	Klebsiella pneumoniae 29105_1#255	meropenem	Resistant	Laboratory Method	MIC	
573.67305	Klebsiella pneumoniae ERR7221311	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.14186	Klebsiella pneumoniae KPN479ec	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
1328409.3	Klebsiella pneumoniae BIDMC 13	meropenem	Resistant	Laboratory Method	Broth dilution	
573.67229	Klebsiella pneumoniae ERR7221213	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66293	Klebsiella pneumoniae 26975_4#124	meropenem	Resistant	Laboratory Method	MIC	
573.66518	Klebsiella pneumoniae 27322_4#37	meropenem	Resistant	Laboratory Method	MIC	
573.67324	Klebsiella pneumoniae ERR7221335	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13451	Klebsiella pneumoniae KPN1518ec	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.33398	Klebsiella pneumoniae strain PMK13a	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66217	Klebsiella pneumoniae 26968_5#10	meropenem	Resistant	Laboratory Method	MIC	
573.66265	Klebsiella pneumoniae 26968_6#115	meropenem	Resistant	Laboratory Method	MIC	
573.66334	Klebsiella pneumoniae 26994_6#117	meropenem	Resistant	Laboratory Method	MIC	
573.66545	Klebsiella pneumoniae 29105_1#120	meropenem	Resistant	Laboratory Method	MIC	
573.66452	Klebsiella pneumoniae 27261_7#85	meropenem	Resistant	Laboratory Method	MIC	
573.66369	Klebsiella pneumoniae 26994_7#115	meropenem	Resistant	Laboratory Method	MIC	
573.66565	Klebsiella pneumoniae 29339_1#55	meropenem	Resistant	Laboratory Method	MIC	
573.66271	Klebsiella pneumoniae 26968_6#186	meropenem	Resistant	Laboratory Method	MIC	
573.4685	Klebsiella pneumoniae KP-22PI	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66416	Klebsiella pneumoniae 26994_8#174	meropenem	Resistant	Laboratory Method	MIC	
573.66386	Klebsiella pneumoniae 26994_8#18	meropenem	Resistant	Laboratory Method	MIC	
573.66236	Klebsiella pneumoniae 26968_5#128	meropenem	Resistant	Laboratory Method	MIC	
573.67297	Klebsiella pneumoniae ERR7221298	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.15435	Klebsiella pneumoniae strain 10315_6#17	meropenem	Resistant	Laboratory Method	Disk diffusion	CLSI
573.6733	Klebsiella pneumoniae ERR7221342	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66411	Klebsiella pneumoniae 26994_8#142	meropenem	Resistant	Laboratory Method	MIC	
573.66148	Klebsiella pneumoniae ERR2106615	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66394	Klebsiella pneumoniae 26994_8#69	meropenem	Resistant	Laboratory Method	MIC	
573.66396	Klebsiella pneumoniae 26994_8#79	meropenem	Resistant	Laboratory Method	MIC	
573.12959	Klebsiella pneumoniae 3283	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.66283	Klebsiella pneumoniae 26975_5#2	meropenem	Resistant	Laboratory Method	MIC	
573.66542	Klebsiella pneumoniae 29105_1#112	meropenem	Resistant	Laboratory Method	MIC	
573.26278	Klebsiella pneumoniae strain 5012STDY7626397	meropenem	Resistant	Laboratory Method	Broth dilution	
573.46853	Klebsiella pneumoniae KP-24PI	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.46855	Klebsiella pneumoniae KP-25PI	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66499	Klebsiella pneumoniae 27261_8#156	meropenem	Resistant	Laboratory Method	MIC	
72407.521	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864855	meropenem	Resistant	Laboratory Method	Broth dilution	CLSI
573.67185	Klebsiella pneumoniae ERR7221161	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.46831	Klebsiella pneumoniae KP-106LU	meropenem	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66351	Klebsiella pneumoniae 26994_7#32	meropenem	Resistant	Laboratory Method	MIC	
