genome_id	genome_name	antibiotic	resistant_phenotype	evidence	laboratory_typing_method	testing_standard
573.14477	Klebsiella pneumoniae KPN900ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.5778	Klebsiella pneumoniae strain 20_GR_12	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.62709	Klebsiella pneumoniae MGL_K_15	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	
573.13648	Klebsiella pneumoniae KPN1752ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14515	Klebsiella pneumoniae KPN947ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.1419	Klebsiella pneumoniae KPN483ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.29965	Klebsiella pneumoniae strain Kpngiani7132523	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13857	Klebsiella pneumoniae KPN202ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14512	Klebsiella pneumoniae KPN944ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
1284826.3	Klebsiella pneumoniae VAKPC269	ciprofloxacin	Resistant	Laboratory Method		
573.15508	Klebsiella pneumoniae strain 10356_5#85	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI
573.13144	Klebsiella pneumoniae KPN1146ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.67418	Klebsiella pneumoniae 20200203_MGL_14	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI, EUCAST
573.13457	Klebsiella pneumoniae KPN1525ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
72407.541	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864770	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13285	Klebsiella pneumoniae KPN1325ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.1558	Klebsiella pneumoniae strain KSB2_10B	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13089	Klebsiella pneumoniae KPN1077ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
1284818.4	Klebsiella pneumoniae UHKPC179	ciprofloxacin	Resistant	Laboratory Method		
573.13929	Klebsiella pneumoniae KPN2111ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.12876	Klebsiella pneumoniae 3296	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15484	Klebsiella pneumoniae strain 10315_6#75	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI
573.33417	Klebsiella pneumoniae strain PMK4b	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.5803	Klebsiella pneumoniae strain PB171	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13569	Klebsiella pneumoniae KPN1663ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13502	Klebsiella pneumoniae KPN1575ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13758	Klebsiella pneumoniae KPN1898ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.23198	Klebsiella pneumoniae strain KP_208	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI
573.24321	Klebsiella pneumoniae strain MRSN14170	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14439	Klebsiella pneumoniae KPN849ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.26107	Klebsiella pneumoniae strain 5012STDY7312709	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	
573.14473	Klebsiella pneumoniae KPN894ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.1723	Klebsiella pneumoniae strain KpVA-5	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.34239	Klebsiella pneumoniae strain INF133-sc-2279960	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.24288	Klebsiella pneumoniae strain 350	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14348	Klebsiella pneumoniae KPN722ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
72407.48	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864742	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13391	Klebsiella pneumoniae KPN144ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.29916	Klebsiella pneumoniae strain Kpngiani7132616	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
72407.29	Klebsiella pneumoniae subsp. pneumoniae MRSN849888	ciprofloxacin	Resistant	Laboratory Method		
573.2999	Klebsiella pneumoniae strain Kpngiani7132517	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.14446	Klebsiella pneumoniae KPN858ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14319	Klebsiella pneumoniae KPN688ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.1438	Klebsiella pneumoniae KPN763ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.67378	Klebsiella pneumoniae MGL_88	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI, EUCAST
573.14503	Klebsiella pneumoniae KPN931ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.1722	Klebsiella pneumoniae strain KpVA-4	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.1374	Klebsiella pneumoniae KPN1877ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
1284791.4	Klebsiella pneumoniae UHKPC47	ciprofloxacin	Resistant	Laboratory Method		
573.13226	Klebsiella pneumoniae KPN1245ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14203	Klebsiella pneumoniae KPN514ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.22558	Klebsiella pneumoniae strain SU6	ciprofloxacin	Resistant	Laboratory Method		EUCAST
573.26081	Klebsiella pneumoniae strain 5012STDY7312716	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	
573.31114	Klebsiella pneumoniae strain 1022430	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	British Society for Antimicrobial Chemotherapy (BSAC)
573.13499	Klebsiella pneumoniae KPN1571ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.6273	Klebsiella pneumoniae MGL_K_1	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	
573.24271	Klebsiella pneumoniae strain 26	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15613	Klebsiella pneumoniae strain KSB2_8B	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13653	Klebsiella pneumoniae KPN1757ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13206	Klebsiella pneumoniae KPN1216ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14239	Klebsiella pneumoniae KPN563ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13085	Klebsiella pneumoniae KPN1071ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.1395	Klebsiella pneumoniae KPN2158ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
1438751.3	Klebsiella pneumoniae CHS 45	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	
573.13194	Klebsiella pneumoniae KPN1203ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.62707	Klebsiella pneumoniae MGL_K_12	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	
1438772.3	Klebsiella pneumoniae CHS 66	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	
573.13331	Klebsiella pneumoniae KPN1381ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13565	Klebsiella pneumoniae KPN1658ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.5646	Klebsiella pneumoniae strain 4_GR_12	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14067	Klebsiella pneumoniae KPN336ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.24313	Klebsiella pneumoniae strain 7	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.29991	Klebsiella pneumoniae strain Kpngiani7132550	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.1286	Klebsiella pneumoniae 3316	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.24409	Klebsiella pneumoniae strain MUGSI_4	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13303	Klebsiella pneumoniae KPN1342ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.24382	Klebsiella pneumoniae strain MUGSI_23	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14231	Klebsiella pneumoniae KPN553ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14408	Klebsiella pneumoniae KPN802ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13453	Klebsiella pneumoniae KPN1520ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13063	Klebsiella pneumoniae KPN1041ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.67385	Klebsiella pneumoniae 20200622_MGL_64	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI, EUCAST
573.14429	Klebsiella pneumoniae KPN832ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.1328	Klebsiella pneumoniae KPN1317ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13447	Klebsiella pneumoniae KPN1514ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13647	Klebsiella pneumoniae KPN1751ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
72407.545	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864873	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
1328386.3	Klebsiella pneumoniae BWH 36	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	
573.12869	Klebsiella pneumoniae 3229	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13176	Klebsiella pneumoniae KPN1184ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14491	Klebsiella pneumoniae KPN918ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14298	Klebsiella pneumoniae KPN641ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15632	Klebsiella pneumoniae strain K792	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.1383	Klebsiella pneumoniae KPN1999ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.33392	Klebsiella pneumoniae strain PMK1	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.14533	Klebsiella pneumoniae KPN973ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15483	Klebsiella pneumoniae strain 10315_6#74	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI
573.13073	Klebsiella pneumoniae KPN1055ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13604	Klebsiella pneumoniae KPN1700ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
1438733.3	Klebsiella pneumoniae CHS 27	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	
573.20065	Klebsiella pneumoniae strain AR_0046	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13381	Klebsiella pneumoniae KPN143ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.66878	Klebsiella pneumoniae KP_NORM_BLD_2011_72749	ciprofloxacin	Resistant	Laboratory Method		EUCAST
573.13258	Klebsiella pneumoniae KPN1279ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.7362	Klebsiella pneumoniae strain AR_0049	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.29966	Klebsiella pneumoniae strain Kpngiani7132519	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.14382	Klebsiella pneumoniae KPN766ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13541	Klebsiella pneumoniae KPN1624ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.66912	Klebsiella pneumoniae KP_NORM_BLD_2013_91198	ciprofloxacin	Resistant	Laboratory Method		EUCAST
1304917.4	Klebsiella pneumoniae 160_1080	ciprofloxacin	Resistant	Laboratory Method		
573.15376	Klebsiella pneumoniae strain INF274	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15107	Klebsiella pneumoniae strain AR_0129	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.29983	Klebsiella pneumoniae strain Kpngiani7132527	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.67375	Klebsiella pneumoniae 20200203_MGL_10	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI, EUCAST
573.13955	Klebsiella pneumoniae KPN2166ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13939	Klebsiella pneumoniae KPN2128ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14208	Klebsiella pneumoniae KPN522ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13088	Klebsiella pneumoniae KPN1075ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.23204	Klebsiella pneumoniae strain KP_346	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI
72407.495	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864747	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14335	Klebsiella pneumoniae KPN708ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14469	Klebsiella pneumoniae KPN890ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15657	Klebsiella pneumoniae strain K924	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.13927	Klebsiella pneumoniae KPN2109ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15108	Klebsiella pneumoniae strain AR_0143	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.24314	Klebsiella pneumoniae strain 66	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
1438726.3	Klebsiella pneumoniae CHS 20	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	
573.2631	Klebsiella pneumoniae strain 5012STDY7626428	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	
573.13404	Klebsiella pneumoniae KPN1465ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.66893	Klebsiella pneumoniae KP_NORM_BLD_2011_76225	ciprofloxacin	Resistant	Laboratory Method		EUCAST
573.13486	Klebsiella pneumoniae KPN1558ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
72407.56	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864883	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.29986	Klebsiella pneumoniae strain Kpngiani7132511	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13658	Klebsiella pneumoniae KPN1763ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.1548	Klebsiella pneumoniae strain 10315_6#71	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI
573.13851	Klebsiella pneumoniae KPN2023ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.29917	Klebsiella pneumoniae strain Kpngiani7132613	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.24326	Klebsiella pneumoniae strain MUGSI_102	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.24345	Klebsiella pneumoniae strain MUGSI_128	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13549	Klebsiella pneumoniae KPN1639ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15694	Klebsiella pneumoniae strain K879	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.14164	Klebsiella pneumoniae KPN448ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.172	Klebsiella pneumoniae strain KpVA-2	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.12781	Klebsiella pneumoniae strain AR_0152	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13747	Klebsiella pneumoniae KPN1883ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.12975	Klebsiella pneumoniae 3285	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
72407.2899	Klebsiella pneumoniae subsp. pneumoniae MRSN752085	ciprofloxacin	Resistant	Laboratory Method		
573.13789	Klebsiella pneumoniae KPN1938ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14422	Klebsiella pneumoniae KPN823ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
1438770.3	Klebsiella pneumoniae CHS 64	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	
573.24452	Klebsiella pneumoniae strain MUGSI_95	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15474	Klebsiella pneumoniae strain 10315_6#66	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI
573.14295	Klebsiella pneumoniae KPN635ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14057	Klebsiella pneumoniae KPN323ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
72407.509	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864739	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13245	Klebsiella pneumoniae KPN1267ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.29977	Klebsiella pneumoniae strain Kpngiani7132518	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13109	Klebsiella pneumoniae KPN1105ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.1406	Klebsiella pneumoniae KPN327ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15729	Klebsiella pneumoniae strain K1539	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.15369	Klebsiella pneumoniae strain INF158	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
1284820.3	Klebsiella pneumoniae UHKPC22	ciprofloxacin	Resistant	Laboratory Method		
573.13676	Klebsiella pneumoniae KPN1783ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13211	Klebsiella pneumoniae KPN1221ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.29962	Klebsiella pneumoniae strain Kpngiani7132499	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13688	Klebsiella pneumoniae KPN181ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15503	Klebsiella pneumoniae strain 10356_5#78	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI
573.13847	Klebsiella pneumoniae KPN2017ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.24435	Klebsiella pneumoniae strain MUGSI_76	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13312	Klebsiella pneumoniae KPN1352ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.1423	Klebsiella pneumoniae KPN552ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13596	Klebsiella pneumoniae KPN1693ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13313	Klebsiella pneumoniae KPN1354ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.66943	Klebsiella pneumoniae KP_NORM_BLD_2015_116590	ciprofloxacin	Resistant	Laboratory Method		EUCAST
573.5684	Klebsiella pneumoniae strain PB506	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13961	Klebsiella pneumoniae KPN2172ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13128	Klebsiella pneumoniae KPN1126ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.1547	Klebsiella pneumoniae strain 10315_6#61	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI
573.14282	Klebsiella pneumoniae KPN615ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13623	Klebsiella pneumoniae KPN1720ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13841	Klebsiella pneumoniae KPN2010ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13007	Klebsiella pneumoniae 3381	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13773	Klebsiella pneumoniae KPN191ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
72407.519	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864856	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13174	Klebsiella pneumoniae KPN1182ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14103	Klebsiella pneumoniae KPN380ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.24403	Klebsiella pneumoniae strain MUGSI_33	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
1438718.3	Klebsiella pneumoniae CHS 12	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	
573.13769	Klebsiella pneumoniae KPN1914ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.24436	Klebsiella pneumoniae strain MUGSI_77	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13587	Klebsiella pneumoniae KPN1684ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.24273	Klebsiella pneumoniae strain 275	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14138	Klebsiella pneumoniae KPN418ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.2991	Klebsiella pneumoniae strain Kpngiani7132592	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.15702	Klebsiella pneumoniae strain K876	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.67405	Klebsiella pneumoniae MGL_170	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI, EUCAST
573.67152	Klebsiella pneumoniae KP_NORM_URN_2014_100419	ciprofloxacin	Resistant	Laboratory Method		EUCAST
573.12976	Klebsiella pneumoniae 3277	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14269	Klebsiella pneumoniae KPN598ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.5722	Klebsiella pneumoniae strain W2-13-ERG11	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13577	Klebsiella pneumoniae KPN1671ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.1358	Klebsiella pneumoniae KPN1676ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.24324	Klebsiella pneumoniae strain MRSN20094	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13461	Klebsiella pneumoniae KPN1530ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13584	Klebsiella pneumoniae KPN167ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15721	Klebsiella pneumoniae strain K1387	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.29973	Klebsiella pneumoniae strain Kpngiani7132502	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.1721	Klebsiella pneumoniae strain KpVA-3	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.14407	Klebsiella pneumoniae KPN800ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14194	Klebsiella pneumoniae KPN503ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.1732	Klebsiella pneumoniae strain KpVA-14	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.13553	Klebsiella pneumoniae KPN1645ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14546	Klebsiella pneumoniae KPN990ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13475	Klebsiella pneumoniae KPN1546ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.5811	Klebsiella pneumoniae strain PB509	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.139	Klebsiella pneumoniae KPN2078ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.29874	Klebsiella pneumoniae strain Kpngiani7132569	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.15647	Klebsiella pneumoniae strain K863	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.138	Klebsiella pneumoniae KPN1952ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13884	Klebsiella pneumoniae KPN205ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14425	Klebsiella pneumoniae KPN826ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14238	Klebsiella pneumoniae KPN561ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13427	Klebsiella pneumoniae KPN1489ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.6685	Klebsiella pneumoniae KP_NORM_BLD_2007_48130	ciprofloxacin	Resistant	Laboratory Method		EUCAST
573.13503	Klebsiella pneumoniae KPN1577ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.46073	Klebsiella pneumoniae INF302	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15706	Klebsiella pneumoniae strain K884	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.14247	Klebsiella pneumoniae KPN573ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13479	Klebsiella pneumoniae KPN154ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.1307	Klebsiella pneumoniae KPN1049ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.24323	Klebsiella pneumoniae strain MRSN19181	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
1438761.3	Klebsiella pneumoniae CHS 55	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	
573.13966	Klebsiella pneumoniae KPN219ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14316	Klebsiella pneumoniae KPN685ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13183	Klebsiella pneumoniae KPN1191ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
